sample_id,seed,objective,success,v12,v21,obj_value,n_iters,converged,elapsed_time,error,E0,Emin,ft,max_iter,nelx,nely,nu,save_every,scale_factor,tol_change,tol_obj,void_size_frac,volfrac,window_size
212,hexagonal,auxetic,True,0.2271720838614762,0.2272445603189391,45.43841278448093,33,True,6.16,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.302195,0.423128,20
213,hexagonal,auxetic,True,0.1880558675899808,0.19058029884858213,94.06204147111151,65,True,12.15,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.312367,0.576518,20
214,hexagonal,auxetic,True,0.35984409954191343,0.36433138377308877,99.72535830515687,50,True,9.02,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.181369,0.549566,20
215,hexagonal,auxetic,True,0.42286174684070027,0.42754441959884437,90.98028047208447,31,True,5.79,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.126626,0.519025,20
216,hexagonal,auxetic,True,0.31370080364994657,0.3082385353194653,75.39892562013509,33,True,6.11,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.190833,0.502922,20
217,hexagonal,auxetic,True,0.294019273082277,0.3017820719117345,84.6679997073748,33,True,6.26,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.228607,0.527757,20
218,hexagonal,auxetic,True,0.1901408196140544,0.18957220085213058,149.3469528873862,150,True,28.46,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.111617,0.688707,20
219,hexagonal,auxetic,True,0.2115022602691332,0.21713588776552753,127.1179635781817,150,True,28.01,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.100505,0.644611,20
220,hexagonal,auxetic,True,0.11422596001399386,0.11416554793283239,93.9724669983759,49,True,9.2,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.383413,0.595599,20
221,hexagonal,auxetic,True,0.1338509017091038,0.13382303339483081,27.264874486615305,55,True,10.39,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.370955,0.347551,20
222,hexagonal,auxetic,True,0.16225007706615938,0.14545787783169517,154.3990067219746,150,True,28.33,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.105457,0.697596,20
223,hexagonal,auxetic,True,0.3383333719586299,0.3334070067116063,47.68899392709538,35,True,6.57,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.19447,0.406296,20
224,hexagonal,auxetic,True,0.17555056774535382,0.17830784077500048,116.54654784410292,33,True,6.33,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.317411,0.624851,20
225,hexagonal,auxetic,True,0.26547264312111096,0.2651731055765953,63.499943495619206,31,True,5.97,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.2493,0.475792,20
226,hexagonal,auxetic,True,0.19596401147417877,0.188679940451248,142.39983529575176,150,True,27.2,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.242302,0.652281,20
227,hexagonal,auxetic,True,0.13415609306779175,0.13415349009778982,34.74918406040989,47,True,8.83,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.131671,0.388838,20
228,hexagonal,auxetic,True,0.32391544703986075,0.3239220799390824,33.46660733756811,36,True,6.77,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.174705,0.344458,20
229,hexagonal,auxetic,True,0.13976296709004168,0.13867383740364092,53.04187091766536,37,True,6.89,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.388363,0.473562,20
230,hexagonal,auxetic,True,0.2046157761731383,0.20399925574823627,90.38352682415865,42,True,7.78,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.29064,0.563346,20
231,hexagonal,auxetic,True,0.2836006444210444,0.2836250945653875,24.472964962338313,54,True,10.24,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.236746,0.311231,20
232,hexagonal,auxetic,True,0.37213697715360844,0.37581071969156227,45.79458636709281,150,True,27.85,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.17524,0.399949,20
233,hexagonal,auxetic,True,0.20862010602102443,0.20863582370191414,23.251277146522547,56,True,10.5,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.342462,0.319353,20
234,hexagonal,auxetic,True,0.16836203291004195,0.16949331259506994,51.44382365235809,41,True,7.65,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.349145,0.456816,20
235,hexagonal,auxetic,True,0.20577570854964422,0.23135915777049137,152.06274563730256,150,True,26.64,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.20733,0.664383,20
236,hexagonal,auxetic,True,0.1453881359025328,0.14531092126597983,101.48057073804372,38,True,7.29,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.344545,0.603504,20
237,hexagonal,auxetic,True,0.14158244492986716,0.14045962687714422,46.088528594607546,32,True,6.05,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.396786,0.44423,20
238,hexagonal,auxetic,True,0.24910786258161827,0.2630622546990404,121.86526780583145,130,True,23.15,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.185995,0.606663,20
239,hexagonal,auxetic,True,0.1555909274778474,0.15863401431488636,60.94818429669728,62,True,11.95,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.367467,0.496064,20
240,hourglass,auxetic,True,0.08020286103509022,0.08026283174545065,33.45891884002988,34,True,6.33,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.375966,0.402119,20
241,hourglass,auxetic,True,0.18085538324927775,0.18382938423656786,142.30619682202573,150,True,28.73,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.389317,0.660331,20
242,hourglass,auxetic,True,0.17434285604092498,0.18375170369326616,145.64087848858034,150,True,28.0,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.353318,0.67226,20
243,hourglass,auxetic,True,0.05482389229994254,0.05482273376292554,56.6253135575252,55,True,10.02,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.152977,0.50632,20
244,hourglass,auxetic,True,0.06946248259779328,0.06899612293271588,65.57373534455901,43,True,8.14,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.166014,0.538323,20
245,hourglass,auxetic,True,0.1049121908424583,0.10505770923056354,23.66299543942079,71,True,13.11,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.276705,0.336475,20
246,hourglass,auxetic,True,0.19471577835833506,0.1936283302645117,139.37110984902984,150,True,28.69,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.307891,0.665532,20
247,hourglass,auxetic,True,0.05802863385000193,0.05801344782648799,43.36168609227654,33,True,6.16,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.258393,0.452363,20
248,hourglass,auxetic,True,0.07724363273619787,0.07725872351424495,36.95472418468256,40,True,7.43,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.103037,0.422875,20
249,hourglass,auxetic,True,0.0651975593081334,0.06519617407907943,53.73697460107975,60,True,10.89,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.31691,0.496423,20
250,hourglass,auxetic,True,0.21634253678423127,0.2102852740242242,146.49521804290046,150,True,27.94,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.350502,0.691065,20
251,hourglass,auxetic,True,0.19244311119725876,0.19614609929001403,100.09808271276933,150,True,27.22,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.347341,0.589415,20
252,hourglass,auxetic,True,0.05968642723493066,0.059663937448220794,51.352424289338245,41,True,7.79,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.189393,0.487062,20
253,hourglass,auxetic,True,0.056979153324301916,0.05697125973540812,42.76364206765961,49,True,9.08,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.181136,0.449158,20
254,hourglass,auxetic,True,0.06126120462819974,0.06125166687567991,46.4210390952681,40,True,7.27,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.111114,0.466992,20
255,hourglass,auxetic,True,0.10731130619283318,0.10739347646841597,23.15550348405854,73,True,13.38,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.159577,0.332528,20
256,hourglass,auxetic,True,0.08405684677052559,0.08403051121515426,28.741318787911307,30,True,5.71,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.249593,0.371091,20
257,hourglass,auxetic,True,0.084031233647779,0.08399010353388502,30.09255382079355,31,True,5.81,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.13525,0.380963,20
258,hourglass,auxetic,True,0.08449292811088296,0.08443394222496499,29.756867614370627,28,True,5.4,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.317778,0.37872,20
259,hourglass,auxetic,True,0.05888288517116443,0.058887278012742766,44.84256272021053,31,True,5.74,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.171898,0.459154,20
260,hourglass,auxetic,True,0.21939787656689339,0.2205715895905099,104.91636314410178,150,True,28.76,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.299795,0.572272,20
261,hourglass,auxetic,True,0.18965073010011116,0.19373164881516736,106.86209257037217,150,True,27.97,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.233239,0.601162,20
262,hourglass,auxetic,True,0.08332055565103058,0.08319558936007138,30.75204869481804,28,True,5.19,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.168012,0.385861,20
263,hourglass,auxetic,True,0.19657567315468757,0.19847607152189176,103.24467372418151,150,True,26.75,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.321585,0.594314,20
264,hourglass,auxetic,True,0.06536714974301946,0.06539299251302744,59.04171043746619,36,True,6.97,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.289709,0.516795,20
265,hourglass,auxetic,True,0.1964913407160969,0.1959104188373899,138.37365694307766,150,True,28.04,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.395851,0.632496,20
266,hourglass,auxetic,True,0.22292280167735548,0.22344487544506722,129.45720315108622,150,True,28.64,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.255872,0.651845,20
267,hourglass,auxetic,True,0.19141371074935074,0.20601241634588613,121.11340501606642,150,True,27.84,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.236636,0.64438,20
268,hourglass,auxetic,True,0.19353479870577123,0.266259561717805,165.5258196067207,150,True,28.05,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.123029,0.683058,20
269,hourglass,auxetic,True,0.18404509682902886,0.1787641254297621,113.27043141401809,150,True,27.55,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.270177,0.610246,20
270,hourglass,auxetic,True,0.06395140031520492,0.06392274529419585,55.29471056428183,66,True,12.3,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.397071,0.501696,20
271,hourglass,auxetic,True,0.21797693184494127,0.23000060227061558,132.0854023138807,150,True,28.11,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.210123,0.677233,20
272,hourglass,auxetic,True,0.06238880623458906,0.06239228608953304,48.10966098134064,57,True,10.64,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.283417,0.474654,20
273,hourglass,auxetic,True,0.06474539668107382,0.06472801348845011,40.899346909553316,28,True,5.29,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.239296,0.441117,20
274,hourglass,auxetic,True,0.07390180517156392,0.07392588026285497,38.31733257209831,32,True,5.92,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.378113,0.429969,20
275,hourglass,auxetic,True,0.06029941411872166,0.06030178299059806,49.697133244733735,65,True,12.04,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.38299,0.481085,20
276,hourglass,auxetic,True,0.18732288825825713,0.19150950347893805,115.31165619842595,150,True,28.01,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.162122,0.607174,20
277,hourglass,auxetic,True,0.05988684276757417,0.0598573543869599,52.36851429592494,34,True,6.44,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.207874,0.491145,20
278,hourglass,auxetic,True,0.0838979779830822,0.08389788368881597,28.25609094788031,64,True,11.74,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.225795,0.367565,20
279,hourglass,auxetic,True,0.10188759047984229,0.10214354304026124,24.1934628379749,62,True,11.32,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.216739,0.340511,20
280,hourglass,auxetic,True,0.19574983586329214,0.1778432232627975,128.66952150510616,150,True,25.27,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.285862,0.655218,20
281,hourglass,auxetic,True,0.060139135241559755,0.06014163735823167,45.337087743855434,28,True,4.66,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.305773,0.462519,20
282,hourglass,auxetic,True,0.06511824674516874,0.06507425832122374,63.677660726245776,39,True,7.41,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.130468,0.531473,20
283,hourglass,auxetic,True,0.0806247097935763,0.08063733821940317,66.73631157438281,63,True,11.76,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.213963,0.541348,20
284,hourglass,auxetic,True,0.22715789493125305,0.2340986785529729,97.20603550998109,150,True,28.85,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.119984,0.561546,20
285,hourglass,auxetic,True,0.07967070346998212,0.07967830596318129,32.156674720229965,50,True,9.09,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.223579,0.393132,20
286,hourglass,auxetic,True,0.09079492482082764,0.09079753644469427,27.217967407576403,60,True,10.92,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.310276,0.362533,20
287,hourglass,auxetic,True,0.09353488847125202,0.09353529651864759,25.579961420931106,57,True,10.57,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.362672,0.348618,20
288,hourglass,auxetic,True,0.08080408621739724,0.08083223172189592,32.744158811037266,39,True,7.17,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.175688,0.397465,20
289,hourglass,auxetic,True,0.06613126032943117,0.06605950004346642,58.314955555877255,47,True,8.7,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.183055,0.514552,20
290,hourglass,auxetic,True,0.2075537475864377,0.20419810768249175,122.18433143959388,150,True,25.14,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.149739,0.624563,20
291,hourglass,auxetic,True,0.195875659156416,0.197907726207943,104.52575528321567,150,True,24.95,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.146105,0.597086,20
292,hourglass,auxetic,True,0.11765044917622831,0.11795721320091013,20.09052385456659,72,True,12.92,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.367169,0.305505,20
293,hourglass,auxetic,True,0.07567675861604721,0.07571653132588126,36.338244877199365,28,True,5.17,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.190992,0.418514,20
294,hourglass,auxetic,True,0.11196305646463214,0.11221599007987773,22.479926394685982,31,True,5.97,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.243468,0.327982,20
295,hourglass,auxetic,True,0.21164112761551496,0.2037357013543847,94.83064779369404,150,True,28.13,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.385842,0.576512,20
296,hourglass,auxetic,True,0.11281899500482667,0.1129804681519049,21.407648721934244,49,True,9.05,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.127898,0.318511,20
297,hourglass,auxetic,True,0.19317797538961,0.19101597080985724,128.84237844066803,150,True,27.82,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.116755,0.636051,20
298,hourglass,auxetic,True,0.09605773888111818,0.09605683706680164,26.14733013528101,59,True,10.74,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.336442,0.355035,20
299,hourglass,auxetic,True,0.0689825315461422,0.06897779977240548,39.49997590667313,44,True,8.1,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.361519,0.434839,20
300,hourglass,auxetic,True,0.17817977009930921,0.1669290408212025,86.88914815136559,150,True,28.25,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.143307,0.545585,20
301,hourglass,auxetic,True,0.11001009002253243,0.11000553721049912,19.88851715937797,115,True,20.44,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.341808,0.301761,20
302,hourglass,auxetic,True,0.09497541108222056,0.09497486294735191,25.84207266540251,66,True,11.85,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.253672,0.351759,20
303,hourglass,auxetic,True,0.17547948442826874,0.17028718904479428,149.36756793339646,150,True,28.43,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.371884,0.696821,20
304,hourglass,auxetic,True,0.06198798297661663,0.062064453343834126,62.59691606222225,30,True,5.51,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.105395,0.528206,20
305,hourglass,auxetic,True,0.22335161871725231,0.22165766206803464,100.60052409590989,150,True,27.04,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.20143,0.567615,20
306,hourglass,auxetic,True,0.07468858968035137,0.07468439247094284,34.354328177402394,46,True,8.29,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.113753,0.407717,20
307,hourglass,auxetic,True,0.06294666013945008,0.06296054261008639,48.88948929832594,46,True,8.45,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.264231,0.478284,20
308,hourglass,auxetic,True,0.11093951881703483,0.1111031253510797,21.993659004067478,78,True,14.45,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.355588,0.323034,20
309,hourglass,auxetic,True,0.19581880598111837,0.19845287382705182,90.80918130740744,150,True,28.0,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.29559,0.551007,20
310,hourglass,auxetic,True,0.18795358896435058,0.1916976658314065,118.2939970317803,150,True,25.48,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.229621,0.618771,20
311,hourglass,auxetic,True,0.23760598822771622,0.21331483485187705,132.3458656751734,150,True,25.72,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.274269,0.627364,20
312,hourglass,auxetic,True,0.06483755984978985,0.06481578703650506,40.61644629610883,32,True,5.91,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.332851,0.439863,20
313,hourglass,auxetic,True,0.20295511058440308,0.21007053062356693,100.1493154456384,150,True,27.48,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.325017,0.584024,20
314,hourglass,auxetic,True,0.17708268234439187,0.20026570293368026,119.4345208893126,150,True,28.26,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.196527,0.645947,20
315,hourglass,auxetic,True,0.20174213001316077,0.1928724869130998,150.28504973272248,150,True,28.17,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.198947,0.688255,20
316,hourglass,auxetic,True,0.0757903569492827,0.07581140507292307,35.68614666249553,40,True,7.33,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.292793,0.414778,20
317,hourglass,auxetic,True,0.06087063203641084,0.06088918513333717,61.230730288177625,42,True,7.99,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.267875,0.52403,20
318,hourglass,auxetic,True,0.1202322841015902,0.12046312799333117,20.225794453427554,127,True,23.01,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.138718,0.310393,20
319,hourglass,auxetic,True,0.19812913727056855,0.19371584321800783,90.61851443983855,117,True,22.4,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.329552,0.555892,20
320,square,auxetic,True,0.30694064283993866,0.3069406428455765,20.382739002559468,42,True,7.43,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.209285,0.30192,20
321,square,auxetic,True,0.43358285613342235,0.43358285613342273,58.22755636758686,33,True,5.85,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.104501,0.421959,20
322,square,auxetic,True,0.193318137131134,0.19085778040489745,142.97037623662828,150,True,28.19,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.129443,0.686124,20
323,square,auxetic,True,0.43360030279861034,0.4336003027986242,76.14808680970961,39,True,7.46,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.114183,0.482269,20
324,square,auxetic,True,0.14577782064603523,0.14595321444985201,163.11256647047173,150,True,23.74,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.203143,0.698155,20
325,square,auxetic,True,0.27039725581097196,0.27039725581096813,55.295017254473926,31,True,5.45,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.214198,0.453377,20
326,square,auxetic,True,0.2692505333372621,0.2697903767562351,124.16105799447872,150,True,27.5,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.146215,0.604251,20
327,square,auxetic,True,0.16828565963466535,0.16828565963499703,137.36014676905455,40,True,7.45,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.277165,0.666656,20
328,square,auxetic,True,0.13728924322956493,0.13728924322956287,34.074016428697846,42,True,7.95,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.132207,0.383399,20
329,square,auxetic,True,0.16863497304380268,0.16863497304379813,42.96324833295703,31,True,5.83,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.393037,0.463564,20
330,square,auxetic,True,0.24310782332423944,0.24310782332424302,71.69274106101439,33,True,6.14,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.220438,0.509851,20
331,square,auxetic,True,0.15553820547388494,0.15553820547373362,118.69258151262241,34,True,6.35,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.319484,0.647216,20
332,square,auxetic,True,0.14512732089155833,0.1451273208915533,67.49279514947057,41,True,7.38,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.389632,0.555064,20
333,square,auxetic,True,0.21379695134123802,0.2142955155792627,137.75149011103792,150,True,24.11,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.176512,0.641617,20
334,square,auxetic,True,0.21291387591839467,0.21291387591838806,68.08730094934299,46,True,8.4,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.262502,0.510696,20
335,square,auxetic,True,0.214008858532799,0.21400885853279675,75.27259039628564,31,True,5.82,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.250978,0.532348,20
336,square,auxetic,True,0.18953441611693347,0.18953441611693267,22.582507965925593,74,True,13.54,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.323262,0.328905,20
337,square,auxetic,True,0.13978780613462177,0.13978780613461747,75.60437453253712,31,True,5.81,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.362569,0.578042,20
338,square,auxetic,True,0.1513882565367041,0.15138825653669888,82.73634044921606,44,True,8.23,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.353446,0.583563,20
339,square,auxetic,True,0.2548351435741902,0.2548351435741828,76.85803819282624,37,True,6.95,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.217775,0.521191,20
340,square,auxetic,True,0.24013459465945222,0.2401345946594614,29.343342458550524,62,True,11.54,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.229386,0.348434,20
341,square,auxetic,True,0.24705618680599928,0.24705618680600042,93.7766343619081,49,True,9.02,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.225778,0.564951,20
342,square,auxetic,True,0.19377470650504622,0.19377470650505102,34.06441828815653,45,True,8.64,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.340792,0.404206,20
343,square,auxetic,True,0.12453984785320196,0.12453984785320335,34.978938237585766,71,True,13.1,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.140568,0.392933,20
344,square,auxetic,True,0.22779715347917917,0.22779715347916799,24.09360298523663,39,True,7.34,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.245564,0.322596,20
345,square,auxetic,True,0.24122374714494618,0.24122374714495257,104.53012562226064,48,True,9.11,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.234146,0.589583,20
346,square,auxetic,True,0.23080322974625325,0.23080322974625375,46.38969857713625,43,True,8.12,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.268541,0.433061,20
347,square,auxetic,True,0.29233261296458474,0.2923326129645746,74.24146993579183,34,True,6.07,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.167014,0.504653,20
348,square,auxetic,True,0.23236509002380695,0.233050403063388,91.80396616729448,150,True,28.12,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.108755,0.570107,20
349,square,auxetic,True,0.18840209552101514,0.18840209552102105,35.89588494666542,34,True,6.41,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.350078,0.411968,20
350,square,auxetic,True,0.18118977570651312,0.1811897757065054,32.04495052518447,38,True,7.31,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.375085,0.408178,20
351,square,auxetic,True,0.2684698047312393,0.26846980471185905,114.78913985743631,68,True,12.65,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.187726,0.595497,20
352,square,auxetic,True,0.16051935511644247,0.16051935511643123,27.93046785019289,36,True,6.59,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.3386,0.365994,20
353,square,auxetic,True,0.1813371105502781,0.18184711029901868,160.2798919534389,150,True,27.16,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.197857,0.680197,20
354,square,auxetic,True,0.13079842602203479,0.13079842602203196,34.51792448511498,34,True,6.48,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.197021,0.389886,20
355,square,auxetic,True,0.18315576850380585,0.18315576850380638,64.92265193250651,45,True,8.62,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.308962,0.515663,20
356,square,auxetic,True,0.19965716045089393,0.19965716045089263,44.19413482709416,31,True,6.05,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.311275,0.437727,20
357,square,auxetic,True,0.14990282708137817,0.1499028270800522,132.63988904096578,45,True,8.27,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.313787,0.671267,20
358,square,auxetic,True,0.3235585821960185,0.3235585821960084,27.012543122391172,45,True,8.64,,199.0,1e-09,2,150,50,50,0.3,9999,1,0.01,0.05,0.172451,0.319666,20
