config,sample_id,pair_idx,volfrac,void_size_frac,v12,v21,Q11,Q22,converged,n_iters,hit_cap,is_connected,n_components,degenerate,volfrac_achieved,osc_score,osc_unstable,is_clean,elapsed_s
normalized,normalized_00029,29,0.3180909155642152,0.19759909922897934,0.07971424509741466,0.09947767973467397,18.614997723912186,23.23016968168018,True,150,True,True,1,False,0.5088113718840767,1.0404188797227558,True,False,21.262484073638916
q12,q12_00028,28,0.3353970008207678,0.15879485872574356,0.005008532403102199,0.004641426980770547,0.9621049247168977,0.8915864761397074,True,150,True,False,6,False,0.3353979515817651,1.6865782576379924,True,False,22.36102533340454
normalized,normalized_00028,28,0.3353970008207678,0.15879485872574356,0.022897816773813362,0.005603210356592243,4.2736391725066785,1.0457808929239576,True,150,True,False,6,False,0.4098508455439496,1.5910485178546216,True,False,21.36731719970703
q12,q12_00031,31,0.6314950036607717,0.2070259980080768,-0.6419353548570991,-0.5807639506976315,24.572163380428417,22.301926707967354,True,150,True,False,2,False,0.6314942975644791,0.009651977853453144,False,False,20.307706356048584
normalized,normalized_00031,31,0.6314950036607717,0.2070259980080768,-0.932348522692871,-0.7716848856001317,11.162400388686933,9.238879514806726,True,150,True,True,1,False,0.5453719000200934,0.20795596284880782,True,False,18.8137845993042
q12,q12_00030,30,0.4554709158757928,0.1814047095321688,-0.671170366714206,-0.7916806910801667,17.7232078736851,20.900442926023153,True,150,True,True,1,False,0.45547046734461966,0.011076597978674416,False,True,20.604474306106567
normalized,normalized_00030,30,0.4554709158757928,0.1814047095321688,-0.8699589032914952,-0.8999563173576626,7.632684659764256,7.895867214750735,True,150,True,True,1,False,0.4426695218977971,0.0817779944567621,False,True,22.087080717086792
q12,q12_00032,32,0.41237380387495226,0.2628088249474746,-0.6947052205865735,-0.6178734706537545,16.70390286327887,14.873168056608923,True,150,True,True,1,False,0.4123731821902964,0.028382598895332373,False,True,18.802590370178223
normalized,normalized_00032,32,0.41237380387495226,0.2628088249474746,-0.5892034477684227,-0.6718638819159982,6.063739148735037,6.914432253957688,True,150,True,False,5,False,0.41237480184572195,0.25524833589349727,True,False,21.921372175216675
q12,q12_00033,33,0.35636968998990504,0.34065909422621193,-0.5943225443410627,-0.6610979045762572,12.582164966134114,13.995748968661424,True,150,True,True,1,False,0.35636975337606075,0.0016571937698582162,False,True,22.483710289001465
normalized,normalized_00033,33,0.35636968998990504,0.34065909422621193,-0.7699303299461518,-0.8438941272362982,9.059269055456907,9.929552916155803,True,150,True,True,1,False,0.39172572026458563,0.023746577206743606,False,True,20.552669286727905
q12,q12_00034,34,0.3298202574719083,0.3960660809801553,0.005497856075520072,0.005200937100133079,0.8118789323287158,0.7680323387813388,True,150,True,False,6,False,0.3298196562047326,1.647962293283491,True,False,20.960993766784668
normalized,normalized_00034,34,0.3298202574719083,0.3960660809801553,-0.18209602596598312,-0.14740228930770577,3.8675850989132536,3.1307158964822537,True,150,True,False,2,False,0.3535059610889456,8.205308994635265,True,False,21.08445644378662
q12,q12_00035,35,0.6088979077186629,0.15961470446025172,-0.8389377352796447,-0.497406302875891,31.682956638242295,18.773234673789773,True,150,True,True,1,False,0.608898684219642,0.01641228682927187,False,True,21.311466693878174
normalized,normalized_00035,35,0.6088979077186629,0.15961470446025172,-0.7879287297304369,-0.7273839148120887,14.544250234056525,13.426663191830826,True,150,True,True,1,False,0.5898737237698425,0.13630417591659158,False,True,21.760366439819336
q12,q12_00037,37,0.5827429375390468,0.3187021504122962,-0.8469527188532237,-0.4903423002806017,31.16320827881859,18.04232574664759,True,150,True,True,1,False,0.5827432037494765,0.010679621322013015,False,True,20.49892568588257
normalized,normalized_00037,37,0.5827429375390468,0.3187021504122962,-0.7912259829155059,-0.7519935221491824,13.559978365994704,12.888319769819105,True,150,True,True,1,False,0.569986576761172,0.13654182434156117,False,True,22.705291032791138
q12,q12_00039,39,0.443386291417709,0.13476071785753893,-0.8231560103191855,-0.7353461273557503,18.576515812761137,16.59487223306437,True,150,True,True,1,False,0.4433861845997311,0.018621649011434458,False,True,19.07599449157715
